age,education,marital_status,sex,capital_gain,capital_loss,hours_per_week,country,income
38,HS-grad,Married-civ-spouse,Male,0,0,45,United-States,1
29,Some-college,Never-married,Female,0,0,40,United-States,1
35,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
59,Bachelors,Married-civ-spouse,Male,0,0,30,United-States,1
27,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
43,Some-college,Married-civ-spouse,Male,0,0,40,United-States,0
70,Bachelors,Married-civ-spouse,Male,0,0,20,Cuba,1
30,HS-grad,Never-married,Male,0,0,45,United-States,1
24,Some-college,Married-civ-spouse,Male,0,0,40,United-States,0
76,HS-grad,Married-civ-spouse,Male,0,0,15,United-States,1
25,HS-grad,Separated,Male,0,0,40,Mexico,1
39,Assoc-acdm,Never-married,Female,0,0,56,United-States,1
36,Bachelors,Divorced,Female,0,0,40,United-States,1
23,12th,Never-married,Female,0,0,40,United-States,1
60,7th-8th,Divorced,Female,0,0,40,United-States,1
20,Some-college,Never-married,Male,0,0,30,United-States,1
54,1st-4th,Married-civ-spouse,Male,0,0,40,Haiti,0
20,Some-college,Never-married,Female,0,0,40,United-States,1
22,HS-grad,Never-married,Male,0,0,40,United-States,1
24,Bachelors,Never-married,Female,0,0,20,United-States,1
41,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
35,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
23,5th-6th,Never-married,Male,0,0,55,Mexico,1
54,Doctorate,Married-civ-spouse,Male,0,1902,50,United-States,0
17,11th,Never-married,Male,0,0,16,United-States,1
43,HS-grad,Never-married,Female,0,0,40,United-States,1
33,12th,Divorced,Male,0,2258,42,United-States,1
30,Prof-school,Never-married,Female,0,0,40,?,1
38,Some-college,Divorced,Male,0,0,40,United-States,0
54,HS-grad,Married-civ-spouse,Male,0,0,45,United-States,1
39,HS-grad,Never-married,Female,0,0,52,United-States,1
32,Some-college,Separated,Male,0,1980,40,United-States,1
61,7th-8th,Married-civ-spouse,Male,2885,0,40,United-States,1
24,Assoc-voc,Married-civ-spouse,Female,0,0,35,United-States,1
22,Bachelors,Never-married,Male,0,0,40,United-States,1
34,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
18,10th,Never-married,Female,0,0,20,United-States,1
20,HS-grad,Never-married,Male,0,0,25,United-States,1
53,HS-grad,Divorced,Male,0,0,40,United-States,1
32,Some-college,Never-married,Female,0,0,40,United-States,1
68,Some-college,Married-civ-spouse,Male,0,0,30,United-States,1
28,Some-college,Separated,Female,0,0,15,United-States,1
28,Some-college,Married-civ-spouse,Male,0,0,40,El-Salvador,1
54,Some-college,Married-civ-spouse,Male,0,0,56,Haiti,0
21,Some-college,Never-married,Male,0,0,48,United-States,1
52,Bachelors,Separated,Female,0,0,40,?,1
25,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
30,Masters,Married-civ-spouse,Male,0,0,50,India,0
33,Some-college,Never-married,Male,0,0,32,United-States,1
49,Bachelors,Never-married,Female,0,0,40,India,1
58,7th-8th,Widowed,Female,0,0,30,United-States,1
45,Assoc-voc,Married-civ-spouse,Male,0,0,24,United-States,0
67,7th-8th,Married-civ-spouse,Male,10566,0,40,United-States,1
42,Bachelors,Divorced,Male,0,0,50,?,1
69,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
61,HS-grad,Divorced,Female,0,0,40,United-States,1
34,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
28,Some-college,Married-civ-spouse,Male,0,0,45,United-States,1
19,HS-grad,Never-married,Female,0,0,34,United-States,1
31,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
32,Some-college,Never-married,Male,0,0,40,United-States,1
76,Prof-school,Married-civ-spouse,Male,0,1258,20,United-States,1
53,Assoc-acdm,Never-married,Female,0,0,60,United-States,1
46,HS-grad,Never-married,Female,0,0,37,United-States,1
43,7th-8th,Married-civ-spouse,Male,4508,0,40,Cuba,1
48,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
39,Some-college,Married-civ-spouse,Male,0,2415,99,United-States,0
59,7th-8th,Divorced,Male,0,0,40,United-States,1
19,Some-college,Never-married,Female,0,0,38,United-States,1
40,Some-college,Married-civ-spouse,Male,0,0,40,United-States,0
63,10th,Married-civ-spouse,Male,0,0,50,United-States,1
44,Some-college,Divorced,Female,0,0,10,Poland,1
46,Some-college,Divorced,Female,0,0,40,United-States,1
22,10th,Never-married,Male,0,0,40,United-States,1
36,Assoc-acdm,Never-married,Male,0,1669,45,United-States,1
57,Some-college,Married-civ-spouse,Male,0,0,40,United-States,0
58,HS-grad,Never-married,Male,0,0,25,United-States,1
25,Bachelors,Never-married,Male,0,0,28,Taiwan,1
59,Some-college,Married-civ-spouse,Male,3103,0,35,United-States,0
36,HS-grad,Married-civ-spouse,Male,0,0,45,United-States,1
29,Masters,Married-civ-spouse,Male,0,0,45,Germany,1
49,Bachelors,Divorced,Male,6497,0,45,United-States,1
42,Assoc-acdm,Married-civ-spouse,Male,0,0,55,United-States,0
43,Some-college,Married-civ-spouse,Male,0,0,17,United-States,1
46,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
43,Some-college,Never-married,Female,0,0,12,United-States,1
40,Assoc-acdm,Divorced,Female,0,0,40,United-States,1
43,12th,Married-civ-spouse,Male,0,0,40,United-States,1
48,HS-grad,Widowed,Female,0,0,32,United-States,1
26,HS-grad,Never-married,Male,0,0,28,United-States,1
30,Assoc-voc,Married-civ-spouse,Female,0,0,35,United-States,1
58,Some-college,Married-civ-spouse,Male,0,1887,40,United-States,0
43,HS-grad,Divorced,Male,0,0,40,United-States,1
53,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
74,Some-college,Separated,Male,0,0,16,United-States,1
64,Some-college,Widowed,Female,0,0,8,United-States,1
45,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
32,5th-6th,Never-married,Female,0,0,10,United-States,1
23,10th,Never-married,Female,0,0,40,United-States,1
38,Some-college,Married-civ-spouse,Female,0,0,40,United-States,0
42,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
24,Some-college,Never-married,Male,1151,0,40,United-States,1
63,HS-grad,Married-civ-spouse,Male,0,0,35,United-States,1
25,Some-college,Never-married,Female,0,0,35,United-States,1
37,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
28,HS-grad,Married-civ-spouse,Male,0,0,40,Italy,1
31,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
46,Prof-school,Married-civ-spouse,Male,99999,0,50,United-States,0
44,Bachelors,Divorced,Male,0,0,44,United-States,0
42,Masters,Never-married,Female,0,0,40,United-States,0
45,Doctorate,Separated,Male,0,0,40,United-States,0
52,Bachelors,Divorced,Male,0,0,60,United-States,1
40,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
26,HS-grad,Never-married,Male,0,0,40,United-States,1
55,Bachelors,Separated,Male,0,0,40,?,1
17,10th,Never-married,Female,0,0,14,United-States,1
27,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
71,Some-college,Married-civ-spouse,Male,20051,0,50,United-States,0
35,Bachelors,Married-civ-spouse,Male,0,0,50,United-States,1
17,10th,Never-married,Male,0,0,16,United-States,1
26,HS-grad,Married-civ-spouse,Male,0,0,52,United-States,0
22,Some-college,Never-married,Female,0,0,35,United-States,1
51,Bachelors,Married-civ-spouse,Male,0,0,60,United-States,0
33,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
41,Assoc-acdm,Married-civ-spouse,Male,0,0,50,United-States,0
50,Masters,Married-civ-spouse,Male,0,0,50,United-States,0
26,HS-grad,Married-civ-spouse,Female,0,0,40,United-States,1
21,HS-grad,Never-married,Female,0,0,40,United-States,1
53,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
32,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
19,Some-college,Never-married,Female,0,0,20,United-States,1
22,Bachelors,Never-married,Female,0,0,35,United-States,1
58,HS-grad,Married-civ-spouse,Male,15024,0,60,United-States,0
47,Bachelors,Married-spouse-absent,Male,0,0,60,United-States,0
51,Some-college,Married-civ-spouse,Male,0,0,45,United-States,0
42,Bachelors,Married-civ-spouse,Male,0,0,48,United-States,0
28,Bachelors,Never-married,Male,0,0,40,United-States,1
29,HS-grad,Married-civ-spouse,Female,0,0,35,Vietnam,1
50,HS-grad,Married-civ-spouse,Male,0,0,50,United-States,0
22,Some-college,Never-married,Female,0,0,30,United-States,1
47,Some-college,Divorced,Female,0,0,45,United-States,1
60,Some-college,Widowed,Female,0,0,27,United-States,1
46,HS-grad,Married-civ-spouse,Female,7298,0,40,United-States,0
58,Bachelors,Married-civ-spouse,Male,0,0,60,United-States,0
62,Some-college,Widowed,Female,0,0,40,United-States,1
47,Masters,Married-civ-spouse,Male,0,0,40,?,0
59,HS-grad,Widowed,Female,0,0,40,United-States,1
41,HS-grad,Separated,Female,0,0,40,Mexico,1
31,HS-grad,Married-civ-spouse,Female,0,0,37,United-States,1
18,HS-grad,Never-married,Female,0,0,40,United-States,1
64,HS-grad,Married-civ-spouse,Male,0,0,50,United-States,1
51,HS-grad,Married-civ-spouse,Male,0,0,65,United-States,1
47,Bachelors,Never-married,Male,0,0,35,United-States,1
68,Bachelors,Widowed,Male,0,0,35,United-States,0
32,HS-grad,Married-civ-spouse,Female,0,0,40,United-States,1
39,9th,Married-civ-spouse,Male,0,0,43,Mexico,1
37,Assoc-acdm,Divorced,Female,0,0,48,United-States,1
29,HS-grad,Never-married,Female,0,0,40,United-States,1
44,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
46,Prof-school,Married-civ-spouse,Male,0,0,40,United-States,0
40,9th,Married-civ-spouse,Male,0,0,40,United-States,0
19,HS-grad,Never-married,Male,0,0,35,United-States,1
65,HS-grad,Married-civ-spouse,Male,2414,0,30,United-States,1
52,Bachelors,Married-civ-spouse,Female,0,0,40,United-States,0
40,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
61,9th,Divorced,Male,0,0,40,United-States,1
30,HS-grad,Married-civ-spouse,Male,0,0,50,United-States,1
61,11th,Married-civ-spouse,Male,0,0,40,United-States,1
33,Assoc-voc,Married-civ-spouse,Male,0,0,84,United-States,0
32,Bachelors,Married-civ-spouse,Male,0,0,65,United-States,0
32,Assoc-acdm,Never-married,Female,0,0,40,United-States,1
32,Bachelors,Divorced,Male,0,0,35,United-States,0
37,HS-grad,Divorced,Male,0,0,40,United-States,1
53,11th,Married-civ-spouse,Male,0,0,45,United-States,1
51,Masters,Married-civ-spouse,Male,0,0,40,United-States,0
29,Assoc-voc,Never-married,Male,0,0,45,United-States,1
48,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
69,HS-grad,Never-married,Male,15831,0,40,United-States,0
28,Masters,Never-married,Female,0,0,40,United-States,1
55,Bachelors,Widowed,Female,0,0,40,United-States,0
45,Assoc-voc,Married-civ-spouse,Male,15024,0,40,United-States,0
18,Some-college,Never-married,Female,0,0,20,United-States,1
60,7th-8th,Married-civ-spouse,Male,0,0,40,United-States,1
38,HS-grad,Divorced,Male,0,0,40,?,1
19,Some-college,Never-married,Male,0,0,10,United-States,1
18,11th,Never-married,Male,0,0,25,United-States,1
33,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
33,Some-college,Divorced,Female,0,0,40,United-States,1
29,Masters,Never-married,Female,0,0,45,United-States,1
37,Some-college,Married-civ-spouse,Male,0,0,45,United-States,1
50,HS-grad,Married-civ-spouse,Male,0,0,50,United-States,0
19,Some-college,Never-married,Male,0,0,10,United-States,1
28,10th,Widowed,Female,0,2238,35,United-States,1
43,Bachelors,Married-civ-spouse,Female,0,0,7,United-States,0
23,Some-college,Never-married,Female,0,0,35,United-States,1
47,7th-8th,Married-civ-spouse,Male,0,0,40,United-States,1
21,Some-college,Never-married,Male,0,0,35,United-States,1
19,Some-college,Never-married,Female,0,0,12,United-States,1
47,Bachelors,Married-civ-spouse,Female,0,0,50,United-States,0
36,Masters,Married-civ-spouse,Male,0,0,40,United-States,0
62,Bachelors,Married-civ-spouse,Male,0,2415,60,United-States,0
65,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
46,Prof-school,Married-civ-spouse,Male,0,1902,45,United-States,0
35,11th,Never-married,Male,6849,0,40,United-States,1
50,9th,Married-civ-spouse,Male,0,0,40,United-States,1
20,Some-college,Never-married,Female,0,0,6,United-States,1
17,11th,Never-married,Female,0,0,16,United-States,1
33,Some-college,Married-civ-spouse,Male,0,1740,40,United-States,1
57,Some-college,Divorced,Female,0,0,40,United-States,1
53,Bachelors,Married-civ-spouse,Male,0,0,50,United-States,1
47,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
62,Masters,Married-civ-spouse,Male,0,0,35,United-States,1
35,HS-grad,Divorced,Male,0,0,40,United-States,1
27,Bachelors,Never-married,Female,0,0,43,United-States,1
23,HS-grad,Never-married,Male,0,0,50,United-States,1
27,Masters,Never-married,Female,0,1504,45,United-States,1
39,Assoc-voc,Divorced,Female,0,0,40,United-States,1
25,Bachelors,Married-civ-spouse,Female,0,0,38,United-States,1
24,Some-college,Never-married,Female,0,0,20,United-States,1
23,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
29,Bachelors,Married-civ-spouse,Female,0,0,35,United-States,0
30,Bachelors,Married-civ-spouse,Female,0,0,38,United-States,1
34,HS-grad,Separated,Male,0,0,45,Portugal,1
32,10th,Separated,Female,0,0,40,United-States,1
18,11th,Never-married,Male,0,1602,23,United-States,1
20,Assoc-voc,Never-married,Female,0,0,35,United-States,1
38,Bachelors,Married-civ-spouse,Male,0,0,45,United-States,0
18,12th,Never-married,Female,0,0,20,United-States,1
41,9th,Married-civ-spouse,Male,0,0,40,United-States,1
21,Assoc-voc,Never-married,Female,0,0,50,United-States,1
36,HS-grad,Married-civ-spouse,Male,0,0,48,United-States,0
61,Some-college,Divorced,Female,0,0,30,United-States,1
30,Some-college,Married-civ-spouse,Male,0,0,48,United-States,1
26,Some-college,Married-civ-spouse,Male,0,0,40,United-States,0
27,Bachelors,Married-civ-spouse,Female,0,0,40,United-States,0
45,HS-grad,Married-civ-spouse,Male,0,0,45,United-States,0
47,HS-grad,Divorced,Female,0,0,38,United-States,1
19,Some-college,Never-married,Female,0,0,10,United-States,1
29,HS-grad,Never-married,Female,0,0,55,United-States,1
51,HS-grad,Married-civ-spouse,Male,0,0,70,United-States,0
34,Assoc-acdm,Married-civ-spouse,Male,0,0,60,United-States,1
42,HS-grad,Married-civ-spouse,Male,3908,0,45,United-States,1
26,5th-6th,Never-married,Male,0,0,40,Mexico,1
20,Some-college,Never-married,Male,0,0,15,United-States,1
43,Assoc-acdm,Never-married,Male,0,0,50,United-States,0
20,Some-college,Never-married,Female,0,0,20,United-States,1
27,HS-grad,Married-civ-spouse,Male,0,0,50,United-States,1
46,Some-college,Married-civ-spouse,Male,0,0,40,United-States,0
39,HS-grad,Never-married,Male,0,0,40,United-States,1
33,Some-college,Never-married,Male,0,0,49,United-States,1
42,Assoc-voc,Married-civ-spouse,Male,0,0,32,United-States,1
23,HS-grad,Never-married,Male,0,0,25,United-States,1
29,Bachelors,Married-civ-spouse,Female,0,0,42,United-States,0
27,HS-grad,Never-married,Male,0,0,60,United-States,1
43,HS-grad,Divorced,Male,0,0,35,United-States,1
23,Some-college,Never-married,Male,0,0,40,United-States,1
40,Masters,Divorced,Female,0,0,44,United-States,1
35,Some-college,Married-civ-spouse,Male,0,0,61,United-States,0
30,HS-grad,Never-married,Male,0,0,40,United-States,1
59,11th,Married-civ-spouse,Male,0,0,40,United-States,1
65,Some-college,Married-civ-spouse,Male,2290,0,40,United-States,1
28,Masters,Married-civ-spouse,Male,0,0,60,United-States,1
79,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,1
43,Masters,Married-civ-spouse,Female,0,0,35,United-States,0
54,7th-8th,Married-civ-spouse,Male,0,0,40,United-States,1
27,HS-grad,Married-civ-spouse,Male,0,0,62,United-States,1
30,Bachelors,Married-civ-spouse,Male,15024,0,35,United-States,0
22,Bachelors,Never-married,Female,0,0,15,Taiwan,1
34,HS-grad,Married-spouse-absent,Female,0,0,65,United-States,1
18,11th,Never-married,Male,0,0,3,United-States,1
40,Assoc-voc,Married-civ-spouse,Female,0,1977,15,United-States,0
28,9th,Married-civ-spouse,Male,4508,0,40,United-States,1
18,HS-grad,Never-married,Female,0,0,40,United-States,1
46,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
23,HS-grad,Never-married,Female,0,0,35,United-States,1
77,Some-college,Married-civ-spouse,Male,0,0,6,United-States,1
41,Masters,Married-civ-spouse,Male,0,1848,40,United-States,0
48,Some-college,Divorced,Male,0,0,50,United-States,0
29,Bachelors,Never-married,Male,0,0,50,United-States,1
41,11th,Divorced,Female,0,0,40,United-States,1
41,9th,Separated,Male,0,0,40,United-States,1
34,Assoc-acdm,Married-civ-spouse,Male,0,0,55,United-States,1
49,Assoc-acdm,Divorced,Male,0,0,50,United-States,1
49,HS-grad,Separated,Male,0,0,50,United-States,1
30,HS-grad,Never-married,Male,0,0,40,United-States,1
28,Bachelors,Never-married,Male,0,0,40,United-States,1
62,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,1
41,Some-college,Married-civ-spouse,Male,0,0,52,United-States,1
20,Some-college,Never-married,Male,0,0,40,United-States,1
61,Preschool,Married-spouse-absent,Male,0,0,40,China,1
30,Bachelors,Never-married,Male,0,0,60,Hungary,1
29,Prof-school,Never-married,Female,0,0,55,United-States,1
50,Masters,Divorced,Female,0,1590,45,United-States,1
44,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
25,Bachelors,Married-civ-spouse,Male,0,0,45,United-States,0
62,Assoc-voc,Divorced,Female,0,0,40,United-States,1
57,Some-college,Widowed,Female,0,0,40,United-States,1
35,Bachelors,Never-married,Male,0,0,45,United-States,1
26,Bachelors,Never-married,Female,0,0,40,United-States,1
60,7th-8th,Married-civ-spouse,Female,0,0,40,United-States,1
22,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
62,Masters,Separated,Female,0,0,50,?,1
26,HS-grad,Never-married,Male,0,0,40,United-States,1
26,Some-college,Never-married,Male,0,0,20,United-States,1
44,Bachelors,Married-civ-spouse,Male,7688,0,40,United-States,0
32,Bachelors,Never-married,Male,0,0,40,United-States,1
66,Bachelors,Married-civ-spouse,Male,0,0,50,United-States,1
24,Preschool,Never-married,Female,0,0,30,United-States,1
19,Some-college,Never-married,Male,0,0,25,United-States,1
54,Bachelors,Married-civ-spouse,Male,0,0,50,United-States,0
37,HS-grad,Never-married,Male,0,0,40,United-States,1
38,Bachelors,Married-civ-spouse,Male,0,0,50,United-States,0
37,Bachelors,Married-civ-spouse,Male,0,0,50,?,1
22,Some-college,Never-married,Male,0,0,35,United-States,1
34,Some-college,Married-civ-spouse,Male,0,0,25,United-States,1
35,HS-grad,Divorced,Male,0,0,15,United-States,1
42,Masters,Married-civ-spouse,Male,0,0,40,United-States,1
47,Bachelors,Married-civ-spouse,Female,0,0,40,United-States,0
29,Bachelors,Divorced,Female,0,0,80,United-States,1
34,HS-grad,Never-married,Male,0,0,40,United-States,1
38,Bachelors,Married-civ-spouse,Male,0,0,70,United-States,0
62,HS-grad,Divorced,Male,0,0,40,United-States,1
35,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
37,HS-grad,Married-civ-spouse,Female,0,0,40,United-States,1
47,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
37,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
22,Assoc-voc,Never-married,Female,0,0,30,United-States,1
60,11th,Married-civ-spouse,Male,0,0,40,United-States,0
31,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
74,10th,Married-civ-spouse,Male,1797,0,30,United-States,1
63,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
30,11th,Married-civ-spouse,Male,0,0,40,United-States,1
44,HS-grad,Married-civ-spouse,Male,0,0,30,United-States,1
40,Prof-school,Married-civ-spouse,Male,15024,0,40,United-States,0
35,Some-college,Married-civ-spouse,Male,0,0,60,United-States,1
50,Some-college,Married-civ-spouse,Male,0,0,40,United-States,1
18,Some-college,Never-married,Female,0,0,10,United-States,1
33,Assoc-voc,Married-civ-spouse,Male,0,0,40,United-States,1
59,7th-8th,Married-civ-spouse,Male,0,0,70,United-States,1
17,11th,Never-married,Male,0,0,20,United-States,1
47,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
51,Some-college,Divorced,Male,0,0,50,United-States,1
26,Bachelors,Never-married,Male,0,0,40,United-States,1
32,Some-college,Married-civ-spouse,Female,0,0,40,France,0
55,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
36,Some-college,Never-married,Female,0,0,40,United-States,1
54,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
19,HS-grad,Never-married,Female,0,1602,30,United-States,1
32,Masters,Never-married,Female,0,0,45,United-States,0
52,Doctorate,Married-civ-spouse,Male,0,0,40,United-States,0
39,HS-grad,Married-spouse-absent,Female,0,0,28,Jamaica,1
39,HS-grad,Never-married,Female,0,0,45,United-States,1
59,HS-grad,Married-civ-spouse,Male,0,0,50,United-States,0
55,Bachelors,Divorced,Male,0,0,40,United-States,1
54,HS-grad,Married-civ-spouse,Male,0,0,60,United-States,0
31,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
19,11th,Never-married,Male,0,0,25,United-States,1
30,HS-grad,Married-civ-spouse,Female,0,0,40,United-States,1
47,Bachelors,Married-spouse-absent,Female,0,0,40,United-States,1
31,Assoc-acdm,Divorced,Male,0,0,40,United-States,1
32,Bachelors,Divorced,Male,0,0,47,Iran,1
33,Assoc-voc,Never-married,Female,0,0,40,United-States,1
31,HS-grad,Divorced,Male,0,0,40,United-States,1
32,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
46,HS-grad,Married-spouse-absent,Male,0,0,35,Mexico,1
29,HS-grad,Married-spouse-absent,Female,0,0,20,France,1
41,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
39,HS-grad,Married-civ-spouse,Male,0,0,60,United-States,0
34,HS-grad,Married-civ-spouse,Female,0,0,20,United-States,0
23,Bachelors,Never-married,Male,0,0,24,United-States,1
53,Masters,Married-civ-spouse,Male,0,0,65,United-States,0
45,HS-grad,Married-spouse-absent,Male,0,0,40,Thailand,1
34,Bachelors,Married-civ-spouse,Female,0,0,10,United-States,0
47,HS-grad,Divorced,Female,0,0,40,United-States,1
24,7th-8th,Married-civ-spouse,Male,0,0,60,United-States,1
42,Masters,Divorced,Female,4687,0,35,United-States,0
53,Some-college,Married-civ-spouse,Male,3137,0,40,United-States,1
38,HS-grad,Divorced,Male,0,0,55,United-States,1
26,HS-grad,Never-married,Male,0,0,70,United-States,1
18,11th,Never-married,Male,0,0,20,United-States,1
43,10th,Separated,Female,0,0,40,United-States,1
26,Bachelors,Never-married,Female,0,0,32,United-States,1
47,Bachelors,Divorced,Female,0,0,40,United-States,1
26,Assoc-voc,Married-civ-spouse,Male,0,0,65,United-States,0
21,Some-college,Married-civ-spouse,Female,2105,0,20,United-States,1
32,Some-college,Divorced,Female,0,1726,38,United-States,1
48,Doctorate,Married-civ-spouse,Male,7688,0,55,United-States,0
39,Masters,Divorced,Female,15020,0,60,United-States,0
58,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,1
55,7th-8th,Never-married,Female,0,0,60,United-States,1
40,HS-grad,Never-married,Male,0,0,55,United-States,1
33,HS-grad,Divorced,Male,0,0,40,United-States,1
74,Doctorate,Married-spouse-absent,Male,0,0,25,United-States,0
49,HS-grad,Widowed,Male,0,0,55,United-States,1
56,11th,Widowed,Female,0,0,65,Greece,0
29,Bachelors,Never-married,Female,14344,0,40,United-States,0
25,Assoc-acdm,Never-married,Male,0,0,48,United-States,1
57,12th,Married-civ-spouse,Male,0,0,40,United-States,1
29,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
28,HS-grad,Never-married,Male,2354,0,40,United-States,1
59,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,0
30,Bachelors,Never-married,Male,27828,0,60,United-States,0
28,HS-grad,Never-married,Female,0,0,40,United-States,1
19,Some-college,Never-married,Female,0,0,20,United-States,1
40,Some-college,Never-married,Female,0,0,45,United-States,1
28,Some-college,Never-married,Female,0,0,40,United-States,1
48,Bachelors,Married-civ-spouse,Male,0,0,55,United-States,0
20,Some-college,Never-married,Female,0,0,10,Canada,1
58,Bachelors,Married-civ-spouse,Female,99999,0,35,United-States,0
19,Some-college,Never-married,Male,0,0,30,United-States,1
75,HS-grad,Widowed,Female,0,0,8,United-States,1
24,Bachelors,Never-married,Female,0,0,30,United-States,1
31,HS-grad,Married-civ-spouse,Male,0,0,45,United-States,1
28,HS-grad,Divorced,Male,0,0,35,United-States,1
41,HS-grad,Married-civ-spouse,Male,0,0,45,United-States,1
23,Some-college,Never-married,Female,0,0,35,United-States,1
46,HS-grad,Married-civ-spouse,Male,0,0,43,United-States,0
33,12th,Never-married,Male,0,0,40,United-States,1
34,Some-college,Married-civ-spouse,Male,0,0,50,United-States,1
47,Bachelors,Divorced,Male,0,0,50,United-States,1
81,HS-grad,Married-civ-spouse,Male,0,2377,26,United-States,0
45,HS-grad,Widowed,Male,0,0,40,Columbia,1
35,HS-grad,Never-married,Male,0,0,40,Cambodia,1
59,Bachelors,Widowed,Female,0,0,50,United-States,0
46,Bachelors,Married-civ-spouse,Male,0,0,48,United-States,0
39,HS-grad,Married-civ-spouse,Male,0,0,35,United-States,1
23,Some-college,Never-married,Male,0,0,40,United-States,1
25,Assoc-acdm,Never-married,Female,0,0,40,United-States,1
37,1st-4th,Never-married,Male,0,0,40,United-States,1
49,Some-college,Married-civ-spouse,Male,15024,0,50,United-States,0
25,HS-grad,Married-civ-spouse,Male,0,0,48,United-States,1
32,Bachelors,Married-civ-spouse,Male,0,0,60,United-States,0
34,Some-college,Never-married,Male,0,0,40,United-States,1
40,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
33,HS-grad,Divorced,Female,0,0,40,United-States,1
78,7th-8th,Married-civ-spouse,Male,0,0,20,United-States,1
31,Bachelors,Married-civ-spouse,Male,0,0,43,United-States,0
61,Some-college,Divorced,Male,0,0,25,United-States,1
22,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
29,Assoc-voc,Married-civ-spouse,Male,0,0,40,Laos,1
37,HS-grad,Separated,Male,0,0,40,United-States,1
35,11th,Divorced,Female,0,0,40,United-States,1
52,Masters,Married-civ-spouse,Male,15024,0,60,United-States,0
37,HS-grad,Divorced,Female,0,0,30,United-States,1
18,11th,Never-married,Male,0,0,20,United-States,1
37,10th,Married-civ-spouse,Male,0,0,48,United-States,1
46,Prof-school,Married-civ-spouse,Male,0,0,40,United-States,0
25,11th,Never-married,Male,0,0,40,United-States,1
47,Bachelors,Married-civ-spouse,Male,0,0,40,United-States,0
55,Bachelors,Married-civ-spouse,Male,0,0,60,United-States,0
32,Some-college,Married-civ-spouse,Female,0,1740,40,?,1
25,Some-college,Divorced,Female,0,0,50,United-States,1
50,HS-grad,Widowed,Female,0,0,40,United-States,1
18,12th,Never-married,Male,0,0,20,United-States,1
25,9th,Never-married,Male,0,0,40,Mexico,1
23,Bachelors,Never-married,Female,0,0,40,United-States,1
51,HS-grad,Married-civ-spouse,Male,0,0,40,United-States,1
47,HS-grad,Married-civ-spouse,Male,2829,0,65,United-States,1
37,HS-grad,Never-married,Male,0,0,40,United-States,1
37,Some-college,Divorced,Female,25236,0,25,United-States,0
27,5th-6th,Never-married,Male,0,0,40,?,1
19,11th,Never-married,Female,0,0,25,United-States,1
52,12th,Married-civ-spouse,Male,0,0,40,United-States,1
25,Assoc-voc,Married-civ-spouse,Female,0,0,45,United-States,1
